Link
https://cybertesis.unmsm.edu.pe/item/9330303e-3010-451f-9286-38e68fa5c797
https://cybertesis.unmsm.edu.pe/item/ac7bb6fb-bbf2-4517-b3d3-f01795444f8b
https://cybertesis.unmsm.edu.pe/item/b0182161-baae-43b3-83dc-ba8dbbebd07b
https://cybertesis.unmsm.edu.pe/item/158bc503-885f-463c-9e22-9bf8597e82ee
https://cybertesis.unmsm.edu.pe/item/f5132d6b-9f06-4b7a-8de1-67eab6e2b9da
https://cybertesis.unmsm.edu.pe/item/a0d973e5-cb21-478f-a061-4e89eac5a554
https://cybertesis.unmsm.edu.pe/item/4b28fcc5-c6eb-4009-a276-b27c291a40ca
https://cybertesis.unmsm.edu.pe/item/e58dbe22-60a8-412c-997d-c5b4551a0363
https://cybertesis.unmsm.edu.pe/item/a0a14cf9-db9e-4819-825b-755715ae5bed
https://cybertesis.unmsm.edu.pe/item/e5004114-f1f9-4d9b-a736-f5ab26b3123b
https://cybertesis.unmsm.edu.pe/item/c5b5c6a4-4d50-4ade-890b-b9f071a4f677
https://cybertesis.unmsm.edu.pe/item/84c51e55-9c71-48f9-beb5-766d816c562e
https://cybertesis.unmsm.edu.pe/item/2ff1841f-23de-492f-bf17-ce7429f186d9
https://cybertesis.unmsm.edu.pe/item/131ef92e-5f52-4caa-a47b-a34ab96f7bfa
https://cybertesis.unmsm.edu.pe/item/4be09f68-4e6c-412d-be94-9d00ace1439d
https://cybertesis.unmsm.edu.pe/item/1477ea74-8e79-44cb-948d-5297cb29e6f2
https://cybertesis.unmsm.edu.pe/item/5c48084e-6d93-4db2-8928-f1354e940fb7
https://cybertesis.unmsm.edu.pe/item/da12706d-2433-45f1-addc-9d87aa3ebf87
https://cybertesis.unmsm.edu.pe/item/c962388f-3dfb-46db-a14f-bb5805dfe846
https://cybertesis.unmsm.edu.pe/item/b6ebb43e-547d-4ed6-8fc3-569bc2e21265
https://cybertesis.unmsm.edu.pe/item/0f6fa267-52a4-4ec5-b812-fb630cd331dc
https://cybertesis.unmsm.edu.pe/item/17afbc60-3798-463a-a038-3bcd8c4a6071
https://cybertesis.unmsm.edu.pe/item/5d6531f7-f668-4360-b48f-92066bc3f169
https://cybertesis.unmsm.edu.pe/item/78b7ad15-59ae-4a61-bbbe-6356b5521f94
https://cybertesis.unmsm.edu.pe/item/cd8b7353-9220-47c8-ae6b-eb5df535fff0
https://cybertesis.unmsm.edu.pe/item/014aa2b3-2a35-4de5-813b-2a6a9259f522
https://cybertesis.unmsm.edu.pe/item/0d8abbd5-37e2-4505-acb9-d467a8ff17a0
https://cybertesis.unmsm.edu.pe/item/9a01e725-bc32-40ec-8430-4e3ef3346472
https://cybertesis.unmsm.edu.pe/item/3d57f541-398d-4a66-ae79-45d5ad9338bc
https://cybertesis.unmsm.edu.pe/item/fe34ffe6-15fd-4b2e-8de3-aa5a95c5d335
https://cybertesis.unmsm.edu.pe/item/9852236d-eb05-4b99-bc36-8b6546f939a1
https://cybertesis.unmsm.edu.pe/item/606ad95e-3816-4608-980e-6ab774eaabc6
https://cybertesis.unmsm.edu.pe/item/9661bbc5-1d9b-4ca4-8e1e-8700b9e7b7d5
https://cybertesis.unmsm.edu.pe/item/0acf0015-399c-43be-adc7-b8c308e90081
https://cybertesis.unmsm.edu.pe/item/718c7bb2-04d0-445b-bc38-6c0abafa9461
https://cybertesis.unmsm.edu.pe/item/c3013b19-a07a-4ea6-b425-d2fb4eaf4a49
https://cybertesis.unmsm.edu.pe/item/734e424f-d640-43fb-8fc4-10b0cd2f5bbb
https://cybertesis.unmsm.edu.pe/item/f0337b17-5ee0-4e2a-8c99-36131530a93b
https://cybertesis.unmsm.edu.pe/item/ba2f2753-ef06-4eb6-9e29-91671c0b67b4
https://cybertesis.unmsm.edu.pe/item/d0c61436-ad6c-466a-b48f-d75c11117fc8
https://cybertesis.unmsm.edu.pe/item/dff9db28-082d-4dea-8fb5-9047893bdff8
https://cybertesis.unmsm.edu.pe/item/057fd7c3-9693-4ac0-963b-f9d6941259fc
https://cybertesis.unmsm.edu.pe/item/187b58f1-97d8-48e8-b0ac-d612b654d7da
https://cybertesis.unmsm.edu.pe/item/3e9099b2-be55-4546-9d8d-9249c43eb610
https://cybertesis.unmsm.edu.pe/item/256f8d85-9813-482d-a485-e980e9b7d608
https://cybertesis.unmsm.edu.pe/item/2083f253-3737-4bd1-8c55-9c339af45af7
https://cybertesis.unmsm.edu.pe/item/e038f210-1378-4c7a-8e29-09d97edeab37
https://cybertesis.unmsm.edu.pe/item/0376960e-2d5e-4c14-ac64-469f0af854ef
https://cybertesis.unmsm.edu.pe/item/188590f0-fff6-4579-8cc1-0e95533df07f
https://cybertesis.unmsm.edu.pe/item/9b82ad63-1b50-4a72-81be-059e6d37cc91
https://cybertesis.unmsm.edu.pe/item/04f01f02-aca8-4d0a-9413-e4d7bf5824e7
https://cybertesis.unmsm.edu.pe/item/22fd1eec-af70-4d2c-ae62-86ea620c08f7
https://cybertesis.unmsm.edu.pe/item/9aa50e8f-9a07-414c-821f-112f252e0daa
https://cybertesis.unmsm.edu.pe/item/2e738865-3af2-47b6-9fd4-9c03348af675
https://cybertesis.unmsm.edu.pe/item/d3f16567-62f3-4266-b261-f36e79fa4efd
https://cybertesis.unmsm.edu.pe/item/d9cdaffc-bd0b-41f0-b078-f60d68e798d1
https://cybertesis.unmsm.edu.pe/item/081584cc-3c45-420a-887a-df914b23927d
https://cybertesis.unmsm.edu.pe/item/607ee980-b5c1-4853-8f7f-bdd9d35f61a7
https://cybertesis.unmsm.edu.pe/item/91339506-3677-4935-ad34-a06694078198
https://cybertesis.unmsm.edu.pe/item/b371b923-009b-4282-a9b4-b0e99f6ddc83
https://cybertesis.unmsm.edu.pe/item/11bc43ab-8e12-4ecf-a179-edf4454062ce
https://cybertesis.unmsm.edu.pe/item/6f138718-f4ac-4b98-9585-de04a8cf62f1
https://cybertesis.unmsm.edu.pe/item/9c668819-8763-40a4-9e79-4c93b4c7e5a3
